,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),DOI,Final_Fibroin/Fibrinogen_Conc_(%w/v),Final_Chitosan_Conc_(%w/v),Final_CS-AEMA_Conc_(%w/v),Final_TCP_Conc_(%w/v),Final_PEGTA_Conc_(%w/v),Final_PEGMA_Conc_(%w/v),Final_PEGDA_Conc_(%w/v),Final_Agarose_Conc_(%w/v),Fiber_Diameter_(µm),Fiber_Spacing_(µm),Matrigel_Used?,Primary/Not_Primary,Viability_at_time_of_observation_(%),Acceptable_Viability_(Yes/No),Acceptable_Pressure_(Yes/No)
497,Ouyang et al. 2015,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,,,0,250.0,,2000000.0,25.0,25.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/7/4/044101,0.0,0,0,0.0,0,0.0,0,0.0,415,754.0,N,Not_Primary,92.64,Y,Y
498,Ouyang et al. 2016,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,30.0,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,63.8,N,N
499,Ouyang et al. 2016,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,27.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,32.7,N,N
500,Ouyang et al. 2016,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,25.0,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,3.9,N,N
501,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,30.0,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,86.6,Y,Y
502,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,27.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,59.4,N,N
503,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,25.0,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,27.0,N,N
504,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,22.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,5.7,N,N
505,Ouyang et al. 2016,1.0,5.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,30.0,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,92.3,Y,Y
506,Ouyang et al. 2016,1.0,5.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,27.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,85.4,Y,Y
507,Ouyang et al. 2016,1.0,5.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,25.0,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,68.5,N,N
508,Ouyang et al. 2016,1.0,5.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,22.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,38.9,N,N
509,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,22.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,13.8,N,N
510,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,22.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,54.7,N,N
511,Ouyang et al. 2016,1.0,7.5,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,0.00068,,0,250.0,,1000000.0,22.5,22.5,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/8/3/035020,0.0,0,0,0.0,0,0.0,0,0.0,500,500.0,N,Not_Primary,88.4,Y,Y
512,Yao et al. 2019,1.0,3.0,0.0,0.0,0,0,,0,0.01,,0,0.0,,,0.0,0.0,0,0,600.0,0,250.0,,,6.5,0,340.0,,1000000.0,15.0,4.0,3.0,,,N,N,N,Y,N,N,N,C,,10.1088/1758-5090/ab38ef,0.0,0,0,0.0,0,0.0,0,0.0,973,260.0,N,Primary,95.0,Y,Y
513,Zhao et al. 2014,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,900.0,0,,,0.00017,,0,250.0,,1000000.0,25.0,10.0,0.0,,,Y,N,N,Y,N,N,Y,S,,10.1088/1758-5082/6/3/035001,2.0,0,0,0.0,0,0.0,0,0.0,500,827.0,N,Not_Primary,95.0,Y,Y
514,Zhao et al. 2014,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,900.0,0,,,0.00017,,0,250.0,,1000000.0,20.0,10.0,0.0,,,Y,N,N,Y,N,N,Y,S,,10.1088/1758-5082/6/3/035001,2.0,0,0,0.0,0,0.0,0,0.0,500,827.0,N,Not_Primary,80.0,Y,Y
515,Zhao et al. 2014,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,900.0,0,,,0.00017,,0,250.0,,1000000.0,15.0,10.0,0.0,,,Y,N,N,Y,N,N,Y,S,,10.1088/1758-5082/6/3/035001,2.0,0,0,0.0,0,0.0,0,0.0,500,827.0,N,Not_Primary,72.0,N,N
516,Zhao et al. 2014,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,900.0,0,,,0.00017,,0,250.0,,1000000.0,10.0,10.0,0.0,,,Y,N,N,Y,N,N,Y,S,,10.1088/1758-5082/6/3/035001,2.0,0,0,0.0,0,0.0,0,0.0,500,827.0,N,Not_Primary,47.0,N,N
517,Gantumur et al. 2020,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,1.5,,,0.0,0.0,0,0,0.0,0,,22.0,,22.0,0,210.0,,500000.0,22.0,22.0,1.0,,,N,N,N,Y,N,N,N,S,,10.18063/ijb.v6i1.250,0.0,0,0,0.0,0,0.0,0,0.0,210,1653.93,N,Not_Primary,54.1,N,N
518,Gantumur et al. 2020,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,1.5,,,0.0,0.0,0,0,0.0,0,,22.0,,22.0,0,210.0,,500000.0,22.0,22.0,7.0,,,N,N,N,Y,N,N,N,S,,10.18063/ijb.v6i1.250,0.0,0,0,0.0,0,0.0,0,0.0,210,1318.33,N,Not_Primary,56.0,N,N
519,Bociaga et al. 2020,5.0,4.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,100.0,2.0,,,0,300.0,,,34.0,10.0,0.0,,,Y,N,N,N,N,N,N,S,,10.3390/ma13194237,0.0,0,0,0.0,0,0.0,0,0.0,300,1090.9,N,Not_Primary,97.62,Y,Y
520,Bociaga et al. 2020,5.0,4.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,100.0,2.0,,,0,300.0,,,37.0,10.0,0.0,,,Y,N,N,N,N,N,N,S,,10.3390/ma13194237,0.0,0,0,0.0,0,0.0,0,0.0,300,1090.9,N,Not_Primary,98.33,Y,Y
521,Bociaga et al. 2020,5.0,4.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,,0.0,0,0,,0,100.0,2.0,,,0,300.0,,,40.0,10.0,0.0,,,Y,N,N,N,N,N,N,S,,10.3390/ma13194237,0.0,0,0,0.0,0,0.0,0,0.0,300,1090.9,N,Not_Primary,98.86,Y,Y
522,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,3000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,1014.53,840.0,N,Primary,80.0,Y,Y
523,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,3000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,79.0,N,N
524,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,840.0,,3000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,77.0,N,N
525,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,840.0,,3000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,76.0,N,N
526,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,3000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,1113.08,840.0,N,Primary,73.0,N,N
527,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,3000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,75.0,N,N
528,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,1014.53,840.0,N,Primary,71.4,N,N
529,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,10000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,67.75,N,N
530,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,10000000.0,22.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,86.3,Y,Y
531,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,840.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,68.5,N,N
532,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,840.0,,10000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,62.05,N,N
533,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,840.0,,10000000.0,22.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,78.4,N,N
534,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,1113.08,840.0,N,Primary,70.0,N,N
535,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,10000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,66.71,N,N
536,Fisch et al. 2021,3.0,0.0,0.0,0.0,0,0,,0,0.0,,2,0.0,,,0.0,0.0,0,0,,0,26.0,,0.00224,13.33,0,410.0,,10000000.0,22.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/abc39b,0.0,0,0,0.0,0,0.0,0,0.0,,840.0,N,Primary,86.3,Y,Y
537,Kharel et al. 2019,2.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,600.0,0,,5.0,,4.0,0,600.0,,7200000.0,22.0,22.0,4.0,,,Y,N,N,N,N,N,N,S,,10.1115/1.4043960,0.25,0,0,0.0,0,0.0,0,0.0,,,N,Primary,97.5,Y,Y
538,Kharel et al. 2019,2.0,3.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,600.0,0,,5.0,,4.0,0,600.0,,7200000.0,22.0,22.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1115/1.4043960,0.25,0,0,0.0,0,0.0,0,0.0,,,N,Primary,98.56,Y,Y
539,Li et al. 2021,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,10,,,,,0,250.0,,366000.0,26.0,22.0,0.0,,,N,N,N,Y,N,Y,N,S,,10.1016/j.addma.2020.101640,0.0,0,0,0.0,0,0.0,0,0.0,250,307.47,N,Not_Primary,95.64,Y,Y
540,Li et al. 2021,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,10,,,,,0,250.0,,366000.0,26.0,22.0,5.0,,,N,N,N,Y,N,Y,N,S,,10.1016/j.addma.2020.101640,0.0,0,0,0.0,0,0.0,0,0.0,250,553.5373,N,Not_Primary,97.98,Y,Y
541,Li et al. 2021,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,10,,,,,0,250.0,,366000.0,26.0,22.0,0.0,,,N,N,N,Y,N,Y,N,S,,10.1016/j.addma.2020.101640,0.0,0,0,0.0,0,0.0,0,0.0,250,667.041,N,Not_Primary,95.15,Y,Y
542,Li et al. 2021,0.0,0.0,10.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,10,,,,,0,250.0,,366000.0,26.0,22.0,5.0,,,N,N,N,Y,N,Y,N,S,,10.1016/j.addma.2020.101640,0.0,0,0,0.0,0,0.0,0,0.0,250,525.147,N,Not_Primary,96.03,Y,Y
543,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,60,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,43.16,N,N
544,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,60,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,64.26,N,N
545,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,60,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,83.01,Y,Y
546,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,60,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,92.38,Y,Y
547,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,60,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,94.73,Y,Y
548,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,0,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,98.41,Y,Y
549,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,0,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,99.74,Y,Y
550,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,99.74,Y,Y
551,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,98.94,Y,Y
552,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,2400,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,98.41,Y,Y
553,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,2400,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,96.82,Y,Y
554,Mistry et al. 2018,3.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,93.92,Y,Y
555,Mistry et al. 2018,3.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,90.2,Y,Y
556,Mistry et al. 2018,3.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,97.65,Y,Y
557,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,99.8,Y,Y
558,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,85.69,Y,Y
559,Mistry et al. 2018,2.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,94.71,Y,Y
560,Mistry et al. 2018,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,94.9,Y,Y
561,Mistry et al. 2018,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,95.1,Y,Y
562,Mistry et al. 2018,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,88.24,Y,Y
563,Mistry et al. 2018,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,14.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,97.45,Y,Y
564,Mistry et al. 2018,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,28.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,0,0.0,800,,N,Not_Primary,94.51,Y,Y
565,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,0.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,95.69,Y,Y
566,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,1.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,78.63,N,N
567,Mistry et al. 2018,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,150.0,0,0,600.0,1200,,,0.00167,,410,840.0,,4000000.0,5.0,22.0,7.0,,,Y,N,N,N,N,N,N,S,,10.1002/mabi.201600472,0.0,0,0,0.0,0,0.0,9,0.0,800,,N,Not_Primary,86.08,Y,Y
